date,categories,paper,paper_country,mentioned_countries,headline,summary,news,link
05/11/2020,government,Hindustan Times,India,,‘Justice will be delivered even if...’: Sanjay Raut’s latest jibe at BJP over Arnab Goswami’s arrest,After the editor’s arrest on Wednesday  several leaders including union ministers Amit Shah  Smriti Irani and Prakash Javadekar spoke up against the police action and drew parallels with the Emergency. Shah called the arrest a ‘blatant misuse of state power’.,Shiv Sena leader Sanjay Raut said on Thursday that if the Bharatiya Janata Party (BJP) wants to protest against the arrest of someone accused of abetment to suicide and attempt to murder  they can do so as it is their democratic right.  He was speaking in reference to the arrest of Republic TV editor-in-chief Arnab Goswami on Wednesday. Gowswami was arrested in Mumbai for alleged abetment of the suicide of an interior designer in 2018. “If someone is arrested under Section 306 (abetment to suicide) and 307 (attempt to murder) and the BJP wants to protest against it  they may do so as everyone has that right in democracy. But  I can ensure that injustice won’t be done to anyone ” Sanjay Raut said. After the editor’s arrest on Wednesday  several leaders including union ministers Amit Shah  Smriti Irani and Prakash Javadekar spoke up against the police action and drew parallels with the Emergency. Shah called the arrest a ‘blatant misuse of state power’. External Affairs Minister S Jaishankar slammed the police for their action. “Shades of the Emergency! The arrest of Arnab Goswami is an attack on the freedom of press. Those who really believe in this freedom must speak up!” he tweeted. Also Read: Action followed law  no revenge under Sena government  says Sanjay Raut on Arnab Goswami’s arrest Sanjay Raut on the other hand asserted that the arrest followed due law and procedures. “Police can take action if they have evidence against anyone ” he said. A local court on October 16 allowed the Alibag police to reopen the case for further investigation and Goswami moved the Bombay High Court seeking to quash the fresh case two days before he was arrested. He was remanded in custody until November 18.,https://www.hindustantimes.com/india-news/justice-will-be-delivered-even-if-sanjay-raut-s-latest-jibe-at-bjp-over-arnab-goswami-s-arrest/story-2PZfF03IMHB9cSJ21Y6azO.html
05/11/2020,government,Hindustan Times,India,,Fire at Vizag Steel Plant guts power plant machinery  no casualties,The fire was reported at around 4.45 am and is suspected to have ben caused  by the leakage of oil from the lubrication system.,Fire broke out in the power plant of Visakhapatnam Steel Plant of Rashtriya Ispat Nigam Limited  a central government undertaking  at Paravada on the outskirts of Visakhapatnam in Andhra in the early hours of Thursday.  There were no casualties nor were there any injuries to any workers. According to unconfirmed reports  some employees said there was a huge loss to the machinery in the power plant running into a few crore rupees.  According to D Durgaprasad  assistant general manager and an official spokesman of the VSP  fire was reported in the power plant-2 of the steel plant at around 4.45 am  apparently due to leakage of oil from the lubrication system.  “Fire services from the Central Industrial Security Force (CISF) were called and fire was brought under control immediately. The damage is being assessed to bring back the PP-2 at the earliest ” he said.  The spokesman said there were no injuries to any person in the mishap and steel plant’s production was also not affected.  There are two captive thermal power plants near the main entrance of the steel plant – one generating 243 MW and another 120 MW. “The fire mishap occurred in the 120 MW power plant due to leakage of lubricant in the oil pump  resulting in burning of the entire power generating turbine ” an official of the VSP said on condition of anonymity.  While there is no immediate threat to the steel plant due to the functioning of the power plant-1  the authorities have to purchase power from outside till the burnt power plant is restored in order to see that the production in the steel plant is not affected.  “The cables connecting the affected power plant with the main grid have been segregated  so that the power supply from the other plant continues uninterruptedly ” the official said. He also said that an internal probe has started to ascertain the exact cause of the fire.  On July 13  fire broke out in Visakha Solvents Limited  a chemical plant which recovers waste solvents from pharmaceutical units  located at Ramky Pharma City  close to Visakhapatnam Steel Plant.  The mishap led to an explosion of a reactor in the plant leading to the death of one person and injuries to three others.,https://www.hindustantimes.com/india-news/fire-at-vizag-steel-plant-guts-power-plant-machinery-no-casualties/story-ylzr6ucgrxCihKZ1JzS16H.html
05/11/2020,coronavirus;government,Hindustan Times,India,india,TN govt shows rule book to BJP  cites Covid-19 to denies permission for yatra,Opposition parties had demanded that the yatra be banned because  it could lead to religious tensions in the state.,In a setback to the BJP’s Tamil Nadu unit  the state government informed the Madras high court on Thursday that it has denied permission for the party’s ‘Vetrivel Yatra’ citing the Covid-19 pandemic as reason.  The BJP had proposed to embark on the yatra from November 6 to December 6 across Tamil Nadu (starting from Thirutani and concluding in Thiruchendur) to celebrate Tamil deity Lord Murugan in its attempt to consolidate the Hindu vote bank.  The Madras HC disposed of two public interest litigations filed on the yatra with liberty to the BJP’s Tamil Nadu unit to challenge the government’s rejection. Advocate General Vijay Narayan citied a government order that prohibits religious  political and social gatherings until November 15.  K S Narendran  BJP’s general secretary who planned the route map for the yatra had earlier told HT that the yatra would be a “turning point for BJP in Tamil Nadu”. Opposition parties had demanded that the yatra be banned because  it could lead to religious tensions in the state. Ravikumar  an MP from the Viduthalai Chiruthaigal Katchi (VCK)  a DMK ally  tweeted that it was a victory for secularism following the order. The VCK had written to the Tamil Nadu police to deny permission for the yatra  as it could create communal unrest. They also questioned the timing of the yatra  which is slated to end on December 6 – the 28th anniversary of the demolition of the Babri Masjid in Ayodhya.  Despite being an ally of the BJP  the All India Dravida Munnetra Kazhagam (AIADMK) government denied permission to the BJP for its yatra. The AIADMK had earlier criticised the BJP for using the ruling party’s founder MG Ramachandran’s photograph in its promotional campaign for the yatra.,https://www.hindustantimes.com/india-news/tn-govt-shows-covid-19-protocol-to-bjp-denies-permission-for-yatra/story-IK0BMizWcmD4vBuj1GO0pO.html
05/11/2020,coronavirus,Hindustan Times,India,nepal;china;india;myanmar,Army chief General Naravane presents medical gear to Nepali Army,Naravane reached Kathmandu on Wednesday on a three-day visit that is expected to smoothen bilateral ties with Nepal after a bitter border row,Army chief General Manoj Mukund Naravane presented medical equipment to the Nepali Army including X-Ray machines  computed radiography systems  ICU ventilators  video endoscopy units  anesthesia machines  laboratory equipment and ambulances  the Indian Embassy in Nepal said in a statement on Thursday.  Naravane reached Kathmandu on Wednesday on a three-day visit that is expected to smoothen bilateral ties with Nepal after a bitter border row.  “Additional ventilators were also gifted to assist Nepali Army in its fight against Covid-19 pandemic. This follows an earlier army-to-army provision of ventilators in July this year ” the statement said. On Thursday  Naravane laid a wreath and paid homage at Bir Smarak (Martyr’s Memorial) at the Army Pavilion in Tundikhel  Kathmandu. He was later accorded a ceremonial Guard of Honour at the Nepali Army Headquarters where he held talks with his counterpart General Purna Chandra Thapa.  Both sides discussed army-to-army relations and enhancing bilateral defence cooperation  the statement said.  Nepal’s President Bidya Devi Bhandari will also confer the honorary rank of general of the Nepali Army on Naravane at an investiture ceremony.  The army chief’s visit comes months after bilateral ties were hit in May after defence minister Rajnath Singh inaugurated a key border road to Lipulekh region  which is claimed by Nepal. Kathmandu responded by issuing a new map that showed Kalapani  Lipulekh and Limpiyadhura  all controlled by India  as part of Nepalese territory  exacerbating the row. Naravane’s visit is expected to lay the ground work for much anticipated talks between the two sides on the border issue.  His Nepal tour comes days after Research and Analysis Wing (RAW) chief Samant Kumar Goel made a low-key visit to Kathmandu during which he met Prime Minister KP Sharma Oli.  The army chief is expected to interact with Indian Army pensioners in Nepal during the visit --- there are 136 000 pensioners in that country and form part of the strong links between the two sides. This is Naravane’s second visit with diplomatic overtones  after last month’s tour of Myanmar  where he accompanied foreign secretary Harsh Shringla and was part of crucial talks on security cooperation and developmental issues.  Sameer Patil  fellow for international security studies at Gateway House  said it is crucial for India to maintain momentum in its ties with Nepal at a time when Beijing is trying to expand its influence in Kathmandu amid the India-China border standoff.  “There has been a lot of behind-the-scenes work by both armies to mend the relationship and this is a good sign. Former prime minister Manmohan Singh said we can’t choose our neighbours and Nepal is a neighbour we have to work with. The Chinese are pushing for greater proximity with Nepal  and one of the ways of doing that is sowing distrust between India and Nepal ” he said.,https://www.hindustantimes.com/india-news/army-chief-general-naravane-presents-medical-gear-to-nepali-army/story-cUGJf7kBomGlX0lE8WBhbJ.html
05/11/2020,government,Hindustan Times,India,india,Goa police inspector suspended for allowing model Poonam Pandey’s semi-nude photoshoot at reservoir,The police have received six complaints about the shoot including some which have sought Pandey to be named as an offender,The Goa police have suspended a police inspector for allowing model Poonam Pandey organise a semi-nude photoshoot at a reservoir in Canacona earlier this year. Tukaram Chavan’s suspension was announced after the topless photos were uploaded on Instagram and triggered angry reactions from residents. A short video was also recorded at the site during the shoot which has prompted police to file a case against “unknown persons” under Indian Penal Code’s Section 294 (obscenity) amid much outrage. The police have received six complaints about the shoot including some which have sought Pandey to be named as an offender. Residents took to the streets and have threatened to call for a shutdown in the area against the police for allegedly facilitating the shoot. Deputy police superintendent Nelson Albuquerque told protesters on Thursday that they have suspended the inspector and ordered an inquiry into the lapses that led to the photoshoot. The police are likely to question Pandey and her husband  Sam Ahmed Bombay  over the shoot. State Congress chief Girish Chodankar hit out at the state government over the shoot. He blamed “the most insensitive  corrupt and defective BJP [Bharatiya Janata Party] government” for shaming Goa. “We want to know how the Entertainment Society of Goa headed by Chief Minister [Pramod Sawant]  which is the nodal agency of the shootings in Goa  gave permission to shoot such vulgar video where the model appears almost nude.” There was no immediate reaction from the government.,https://www.hindustantimes.com/india-news/goa-police-inspector-suspended-for-allowing-model-poonam-pandey-s-semi-nude-photoshoot-at-reservoir/story-8MSLChVdqHkBIOog4vSxiM.html
05/11/2020,coronavirus;government,Hindustan Times,India,india;pakistan,India to Pakistan: Reverse decision on handing over Kartarpur gurdwara to non-Sikh body,According to a notification issued on November 3  Pakistan’s religious affairs ministry handed over the management of Durbar Sahib gurdwara to a “project management unit”,India on Thursday asked Pakistan to reverse its “arbitrary decision” to hand over the management of Durbar Sahib gurdwara  built at the site in Kartarpur where Guru Nanak spent the last years of his life  to a body without any Sikh representatives.  According to a notification issued on November 3  Pakistan’s religious affairs ministry handed over the management of Durbar Sahib gurdwara to a “project management unit” under the Evacuee Trust Property Board (ETPB)  a government department that oversees the shrines of the country’s minorities. The gurdwara was earlier under the management of the Pakistan Sikh Gurdwara Parbandhak Committee (PSGPC).  This is believed to be the first time that PSGPC has been shut out of the management of a gurdwara in Pakistan. There are no Sikhs among the officials and staff appointed by the ETPB for the Darbar Sahib gurdwara  people familiar with developments said on condition of anonymity.  Also read | Decision to re-open Kartarpur Corridor will be as per Covid-19 protocol: MEA The external affairs ministry said in a statement that Pakistan had transferred the management and maintenance of the gurdwara at Kartarpur from the PSGPC  “a body run by the minority Sikh community  to the administrative control of the Evacuee Trust Property Board  a non-Sikh body”.  “Pakistan is called upon to reverse its arbitrary decision to deprive the Sikh minority community its right to manage affairs of the Holy Gurudwara Kartarpur Sahib ” the statement said.  “This unilateral decision by Pakistan is highly condemnable and runs against the spirit of the Kartarpur Sahib corridor as also the religious sentiments of the Sikh community at large ” it added.  The ministry said it had received representations from the Sikh community “expressing grave concern at this decision by Pakistan targeting the rights of the minority Sikh community”. It added: “Such actions only expose the reality of the Pakistani government and its leadership’s tall claims of preserving and protecting the rights and welfare of the religious minority communities.”  In November last year  India and Pakistan opened a 4.7-km cross-border corridor connecting Dera Baba Nanak in India’s Gurdaspur district with Durbar Sahib gurdwara in Pakistan’s Kartarpur to allow Indian pilgrims to visit the shrine without visas.  India is yet to decide on reopening its part of the Kartarpur Corridor  which was shut in March as part of Covid-19-related travel restrictions  following Pakistan’s recent decision to open its side.  New Delhi has called on Islamabad to construct required infrastructure  including a bridge at Budhi Ravi channel  for the safe movement of pilgrims over a stretch that gets waterlogged during the rainy season.  The gurdwara stands on the site where Guru Nanak  the founder of the Sikh religion  spent the last years of his life.  India went ahead with the opening of the corridor to respect the sentiments of the Sikh community despite strong misgivings about several steps taken by the Pakistani side  including the imposition of a service fee of $20 on every pilgrim  and security concerns.,https://www.hindustantimes.com/india-news/india-asks-pakistan-to-reverse-decision-on-handing-over-kartarpur-gurdwara-to-non-sikh-body/story-kKzt2mJ0AMKpalTK9cnnbJ.html
05/11/2020,government,Hindustan Times,India,ghana,Haryana farmers block Delhi-Chandigarh highway to protest farm laws,The farmers had called for a chakka jam to block several national and state highways in Haryana.,The Haryana government deployed heavy police force on Thursday along national highway 44 near Raipur Roran village of Karnal district as farmers blocked both carriageways of the Delhi-Chandigarh highway to protest the Centre’s three new farm laws  officials said. The farmers had called for a chakka jam to block several national and state highways in the state. Hundreds of farmers protesting under the banner of Bhartiya Kisan Union (Charuni) have also reached the GT Road and sat on NH 44. District administration officials have been trying to request the farmers to lift the highway blockade. Sources said officials asked the farmers to hold the protest on the slip roads instead of affecting the traffic on the main highway. BKU state president Gurnam Singh Charuni has made it clear that they will block the highway as their agitation is a part of the Bharat Bandh call given by the several former organizations  which are protesting against the farm laws. He said the blockade will continue till 4 pm Karnal deputy commissioner Nishant Kumar Yadav said that efforts were being made to ensure that the farmers do not block NH 44 as it may affect thousands of commuters. “Farmers are being requested to hold their protest at a specific location ” he said. According to officials  the administration has also made arrangements to divert the traffic to the link roads to circumvent the blockade. In neighbouring Punjab   farmers  blocked traffic at various places in Bathinda and adjoining districts. A large number of farmers gathered in a large number at Bhai Ghanaiya Chowk  a national highway junction connecting Bathinda with Patiala-Chandigarh  Ferozepur-Rajasthan  Amritsar-Jalandhar. However  markets and other commercial establishments are open in the city. Farmers also blocked national and state highways in Sangrur and Barnala districts to oppose the  farm laws. The protesters staged dharna in Sangrur  Bhawanigarh  Sunam  Malerkotla  Dhuri  Sherpur  Moonak  Ladda  Kalajahar and Lehra of Sangrur district.  Farmers said that the blockade which began at 12 noon will last till 4 pm.,https://www.hindustantimes.com/india-news/haryana-farmers-block-delhi-chandigarh-highway-to-protest-farm-laws/story-6hPh77LMQkBaE5ivORNfcN.html
05/11/2020,government;coronavirus,Hindustan Times,India,australia;france;india,News updates from Hindustan Times: Second batch of 3 Rafale jets likely to reach Ambala home base today and all the latest news,Here are today’s top news  analysis  and opinion. Know all about the latest news and other news updates from Hindustan Times,Here are today’s top news  analysis  and opinion. Know all about the latest news and other news updates from Hindustan Times Second batch of 3 Rafale jets likely to reach Ambala home base today The second batch of the Indian Air Force’s three Rafale fighter jets  which reached the Jamnagar airbase in Gujarat from France on Wednesday  are likely to fly to their home base in Ambala on Thursday  officials familiar with developments said.The jets landed in Jamnagar last night without a stopover on the way  with refuelling support from Indian and French tankers. Read More ‘You will bow in front of Tejashwi Yadav after November 10’: Chirag Paswan attacks Nitish Kumar Ahead of the third phase of polling  Loktantrik Janata Party chief Chirag Paswan sharpened his attack on chief minister Nitish Kumar on Thursday  saying that after the declaration of results on November 10  he will be seen bowing down in front of Rashtriya Janata Dal chief Tejashwi Yadav. Read More Arnab Goswami spends night at school designated as Alibag jail’s Covid-19 centre Republic TV Editor-in-Chief Arnab Goswami  arrested on Wednesday from his Lower Parel house in connection with a 2018 case of abetment to suicide  spent the night at a local school which has been designated as a Covid-19 centre for the Alibag prison  an official said on Thursday. This was to complete his quarantine period before being being sent to the main prison. A court at Alibag in Maharashtra’s Raigad district on Wednesday remanded Goswami and two other accused in judicial custody till November 18. Read More US Election 2020 Latest Updates : Protesters from both camps duel over ballot-counting As the outcome of the US elections remain undecided an air of uncertainty prevails among both sets of supporters as they await the final results as vote counting enters Day 2.The presidency still hangs in balance but that did not stop US president Donald Trump from declaring victory on Wednesday evening. Read More IPL 2020: Sourav Ganguly identifies six young talents  shares special message for Suryakumar Yadav After Rohit Sharma’s exclusion from the Indian squads for Australia tour due to injury concerns  if there was anything that bemused fans and experts alike was the absence of Suryakumar Yadav from the ODI and T20I sides. BCCI president Sourav Ganguly’s comments on Suryakumar  however  should be able to answer those questions and even calm the nerves of the Mumbai batsman if there were any. Read More Priyanka Chopra is a vision in red as she celebrates Karwa Chauth  proclaims love for Nick Jonas. See pics Priyanka Chopra was a vision in red at her Karwa Chauth celebrations on Wednesday. The actor shared pictures of from her US home as she fasted for husband Nick Jonas.In the photos  Priyanka was seen in a simple red sari  looking stunning. She held an aarti thali in her hands  as she posed for a picture in front of an idol of Lord Shiva. Another picture showed her getting a hug from Nick. “Happy Karwa Chauth to everyone celebrating. I love you @nickjonas ” she captioned her post. Read More HT Codeathon: Manish Sisodia reviews progress with students & teachers Delhi Deputy Chief Minister and Education Minister Manish Sisodia interacted with the students and teachers of Delhi government schools to review the progress of Coding program  HT Codeathon.17 students from Delhi government schools have ranked in the top 100 students in the North zone comprising Delhi  Punjab  Uttar Pradesh and other north Indian states. Under the HT Codeathon program  12 469 students from about 1 000 Delhi government schools are being trained in coding and programming skills. 1 018 students were able to complete five chapters within a fortnight of the launch of the programme. Watch the full video for more. Watch,https://www.hindustantimes.com/india-news/news-updates-from-hindustan-times-second-batch-of-3-rafale-jets-likely-to-reach-ambala-home-base-today-and-all-the-latest-news/story-cckWrflq1OELebUbza4PlO.html
05/11/2020,technology,Hindustan Times,India,india;china;australia;japan;pakistan;united states,India determined to protect its sovereignty amid aggression  says Rajnath,Rajnath’s comments come on the eve of the eight round of military talks between India and China to reduce friction in the sensitive eastern Ladakh theatre,In the midst of the border dispute with China  defence minister Rajnath Singh on Thursday said that India was determined to protect its sovereignty and territorial integrity in the face of unilateralism and aggression  no matter what the sacrifice. His comments come on the eve of the eight round of military talks between the two countries to reduce friction in the sensitive eastern Ladakh theatre.  Singh said India is a peace-loving country but has been facing challenges on its borders.  Also read | ‘Pakistan illegally occupying Gilgit-Baltistan’: Rajnath Singh “We believe that differences should not become disputes. We attach importance to the peaceful resolution of differences through dialogue. We respect various agreements and protocols that India has entered into for peace and tranquility on our borders ” Singh said  during a speech to mark the diamond jubilee of the National Defence College.  The next round of corps-commander-level talks will be held along the contested Line of Actual Control (LAC) in the Chushul sector on Friday. Indian and Chinese military commanders met for the seventh time on October 12 in an attempt to defuse border tensions.  The Indian side demanded comprehensive disengagement at all flashpoints and restoration of status quo ante of early April during the talks. The two sides agreed to continue with the dialogue process to arrive at a mutually acceptable solution for early disengagement in the eastern Ladakh theatre. The eight round of talks will be led for the first time by the new commander of the Leh-based 14 Corps  Lieutenant General PGK Menon.  Both armies are prepared for a long haul in the Ladakh sector and are likely to hold forward positions along the LAC through the harsh winter months.  The latest round of military talks comes at a time when China is closely tracking the Malabar exercise  kicked off by the navies of India  United States  Japan and Australia in the Bay of Bengal on Tuesday amid Chinese sabre-rattling in the Indo-Pacific region.  The 24th edition of the Malabar exercise is being held in two phases -- the first phase in the Bay of Bengal from November 3 to 6 and the second phase in the Arabian Sea in mid-November.  China has been wary of the Quadrilateral security dialogue or Quad that was revived in late 2017 by India  the US  Australia and Japan  and these suspicions have increased since the four countries upgraded the forum to the ministerial level last year.  On Pakistan  the defence minister said the neighbour remains adamant in the use of terrorism as state policy. “However  we have achieved substantial success in working with progressive and like-minded countries to not only expose Pakistan’s regressive policies but also make it increasingly difficult to continue with its previous business as usual approach ” Singh said.,https://www.hindustantimes.com/india-news/india-determined-to-protect-its-sovereignty-amid-aggression-says-rajnath/story-YIzY0qTaW1llmUY1vp9wyL.html
05/11/2020,government;technology,Hindustan Times,India,,Central govt team to take stock of man-elephant conflict in Uttarakhand,Five people have died and two have been injured in elephant attacks this year till September.,A Central government delegation headed by the national coordinator of Elephant Cell will take stock of human-elephant conflict in Uttarakhand on a four-day visit to the state from Thursday.  Prajna P Panda  national coordinator of Elephant Cell and Muthamizh Selvan  scientist D for Project Elephant will be visiting the state.  A letter to the chief wildlife warden from the Union environment ministry in this regard mentioned that the officials will visit “Uttarakhand for matters related to Elephant Reserves in the state and take into account the areas of Uttarakhand affected with human-elephant conflict.”  Along with the population of elephants  the man-elephant conflict has also increased in the state. In June this year  according to the elephant census that was conducted earlier this year  the jumbo population in the state had reached 2 026. In 2012  there were 1 559 elephants while in 2017 there were 1 839 elephants in the state.  JS Suhag  chief wildlife warden of Uttarakhand forest division said that five people have died and two have been injured in elephant attacks this year till September.  “Human-elephant conflict is on the rise in the state. To study the movement of elephants and tackle conflict  the state forest department has also started radio-collaring elephants in the state  primarily Rajaji Tiger Reserve landscape. As per the records of the state forest department  five people have died due to elephant attacks this year  while 22 elephants have died due to different reasons in the state ” said Suhag.  On October 15  a 35-year-old male elephant was successfully radio-collared in Haridwar forest division to monitor its movements ahead of Mahakumbh 2021. In October  the Centre permitted the Uttarakhand government to radio-collar 10 elephants and study their movement. These elephants usually stray into human habitation areas.,https://www.hindustantimes.com/india-news/central-govt-team-to-take-stock-of-man-elephant-conflict-in-uttarakhand/story-si52wxS9JUBJhizaDhpFwK.html
05/11/2020,coronavirus;government,Hindustan Times,India,india;italy,Kanpur doctors studying Italian model to check possible second wave of Covid-19,As many as 740 people have died in Kanpur due to Covid-19 and related complications in the last four months.,Amid the fear of a second wave of Covid-infection in the winter  experts at the Ganesh Shankar Vidyarthi Memorial (GSVM) Medical College in Kanpur are studying the Italian model and speaking to experts in that country to prepare better for any eventuality on the coronavirus front. The focus is on containing the mortality rate that Italy largely checked when the second wave hit Europe. As many as 740 people have died in Kanpur due to Covid-19 and related complications in the last four months. Dr Saurabh Agarwal  associate professor in the medicine department  said certain changes were being made in managing the crisis and treatment protocol. “We have consulted experts in Italy and studied how they are handling the second wave ” he said. Dr Aggarwal also said that doctors at the facility would continue to follow ICMR (Indian Council of Medical Research) guidelines but certain changes would be made with regard to taking care of patients. Based on the Italian model  a team consisting of a physician  pulmonary expert  neurologist and a cardiologist would keep monitoring the patients remotely through Zoom and change the treatment plan accordingly. “Use of technology will help in augmenting the watch over the patients. Physical rounds of wards can be (taken) once or more than once. But with technology  we can take Zoom rounds several times in a day ” he said. “We are following ICMR guidelines religiously  yet we will be incorporating our efforts in the treatment plan ” he said.  In Kanpur  the maximum number of deaths  569  has taken place at the government-run Lala Lajpat Rai Hospital which is meant for critical cases.  Hence  keeping the mortality rate under control during the possible second wave is a priority. “The Zoom rounds have started from October 30 in the wards. The team of experts gathers the details of patients from doctors in the wards. They do micro level discussion among themselves and plan the treatment ” he said. Apart from this  some changes in treatment have helped in saving the lives of patients. The experiments done with anti-viral dosage and steroids have helped patients with co-morbidities.,https://www.hindustantimes.com/india-news/kanpur-doctors-studying-italian-model-to-check-possible-second-wave-of-covid-19/story-e3NRGgIOCkqtRV6mPvYq3L.html
05/11/2020,government,Hindustan Times,India,india;china;france,Second batch of 3 Rafale jets likely to reach Ambala home base today,The jets landed in Jamnagar last night without a stopover on the way  with refuelling support from Indian and French tankers,The second batch of the Indian Air Force’s three Rafale fighter jets  which reached the Jamnagar airbase in Gujarat from France on Wednesday  are likely to fly to their home base in Ambala on Thursday  officials familiar with developments said.  The jets landed in Jamnagar last night without a stopover on the way  with refuelling support from Indian and French tankers.  The first batch of five Rafale jets of the 36 ordered by the IAF reached the Ambala airbase on July 29 after a stopover at the Al Dhafra airbase near Abu Dhabi  although a formal induction ceremony took place later on September 10.  Also read | Induction of Rafale  Apache  Chinook will transform IAF  says President Kovind The arrival of more fighters will further boost the IAF’s capability to rapidly deploy the advanced jets amid military tensions with China in the Ladakh theatre  the officials said.  The IAF is expecting three to four Rafale jets being delivered every two months  with all the 36 planes likely to join the air force’s combat fleet by the year-end.  The jets were ordered from France in September 2016 under a government-to-government deal worth Rs 59 000 crore.  The Rafale fighters are the first imported jets to join the IAF in 23 years after the Russian Sukhoi-30 jets entered service in June 1997.  The IAF is operating the Rafale fighter jets in the Ladakh theatre where the military is on high alert to deal with any provocation by China.  IAF chief air chief marshal RKS Bhadauria last month said the integration of Rafale fighter jets brought in a platform armed with advanced weapons  sensors and technologies that gave the IAF an operational and technological edge.,https://www.hindustantimes.com/india-news/second-batch-of-3-rafale-jets-likely-to-reach-ambala-home-base-today/story-qtlymhslJh4YNF9pk6pQEK.html
05/11/2020,coronavirus,Hindustan Times,India,,Arnab Goswami spends night at school designated as Alibag jail’s Covid-19 centre,Goswami was taken for medical examination at a state-run hospital in the coastal town on Wednesday night.,Republic TV Editor-in-Chief Arnab Goswami  arrested on Wednesday from his Lower Parel house in connection with a 2018 case of abetment to suicide  spent the night at a local school which has been designated as a Covid-19 centre for the Alibag prison  an official said on Thursday. This was to complete his quarantine period before being being sent to the main prison. A court at Alibag in Maharashtra’s Raigad district on Wednesday remanded Goswami and two other accused in judicial custody till November 18 in a 2018 abetment to suicide case. Here is what happened on Wednesday: * A team of Raigad police picked up the 47-year-old journalist from his Lower Parel house in Mumbai on Wednesday morning. He claimed that he was being assaulted by the police. * He was then taken to Alibag  around 90 km from Mumbai  and was produced in a court. * The hearing went on till late night on Wednesday. Police had sought Goswami’s custody for 14 days  but the court held that custodial interrogation was not required. Also Read: Arnab Goswami’s bail plea: What could be the possible scenarios * The other two arrested accused in the case  Feroze Mohammed Shaikh and Nitesh Sarda  were also produced in the Alibaug court on Wednesday and remanded to judicial custody till November 18. ALSO WATCH | New case against Arnab Goswami: FIR for resisting cops during arrest * On Wednesday night  Goswami was taken for medical examination at a state-run hospital in the coastal town. * After the medical exam  he was taken to Alibag Nagar Parishad School  which is designated as a Covid-19 centre of the Alibag prison  and he spent the night there. Also Read: Arnab Goswami’s arrest: Court likely to hear Goswami’s bail plea today * The court dismissed Goswami’s complaint that he was assaulted. Meanwhile  the Mumbai Police filed a fresh FIR against Goswami  his wife  son and two others for “obstructing  assaulting  verbally abusing and intimidating” a police officer on duty and for tearing up “government papers” (arrest intimation) at his house. The FIR was registered at the N M Joshi Marg police station on Wednesday under sections 353  504  506 of IPC and section 3 of the Damage of Public Property Act. What’s next for Arnab Goswami *Arnab Goswami’s bail plea will be heard by the Alibag court. * Goswami had on November 2 filed a petition in the Bombay High Court seeking to quash the FIR in the case. It will be heard by a division bench of Justices S S Shinde and M S Karnik on Thursday. (With PTI Inputs),https://www.hindustantimes.com/india-news/arnab-goswami-spends-night-at-school-designated-as-alibag-jail-s-covid-19-centre/story-GPdtOCGUoWpi13jVtMJs4L.html
05/11/2020,government;coronavirus,Hindustan Times,India,,Manipur student body’s proposed 48-hour inter-state bandh deferred again,The students’ body deferred bandh following a successful meeting with the government,Manipur-based All Tribal Students’ Union (ATSUM)’s proposed 48-hour inter-state bandh and ban on construction works of national projects in Manipur  which was scheduled to commence from November 5  has been deferred again following an agreement with the government during a meeting  sources said on Thursday. The meeting  which was held at chief minister’s secretariat in Imphal on Wednesday  was attended by chief minister N Biren along with tribal affairs and hills minister Vungzagin Valte  public health engineering minister L Dikho  forest and environment minister Awangbow Newmai  MLA Ginsuanhau  additional chief secretary  and director of  tribal affairs and hills  and representatives of ATSUM led by its president. “The students’ body agreed to defer their proposed agitation on the chief minister’s assurance that their demand for  ADC (Autonomous District Council) elections and also for no further extension of the current ADC term shall be considered in the next Cabinet meeting after the bypolls ” a source in Imphal said. Also read | Manipur issues new Covid-19 guidelines The by-elections to four Assembly Constituencies are scheduled to be held on November 7. ATSUM has been demanding that elections to six ADCs in hill districts be held in November as terms of the current ADCs expired in May this year. However  the state government extended the terms for six months  citing difficulty in holding the elections during the rainy season among other reasons. Manipur has six ADCs-Churachandpur  Chandel  Sadar Hills Senapati Tamenglong and Ukhrul. ATSUM has  however  warned that the agitation may resume if the state government fails to keep its word. Much will also depend on the outcome of the joint meeting of ATSUM and its federating units to be held on November 12  it said.,https://www.hindustantimes.com/india-news/manipur-student-body-s-proposed-48-hour-inter-state-bandh-deferred-again/story-A4hcG2Qs3pIdfdhL0yvC6J.html
